chrom,start,end,snps,Ancestor.Control,Ancestor.Low,Ancestor.High,Control.Low,Control.High,Low.High
2L,21095001,21100000,54,0.0262671,0.000776283,0.00314338,0.0273911,0.0254647,0.00792125
2L,21100001,21105000,50,0.0282558,0.0017069,0.0142227,0.0242455,0.070384,0.0122107
2L,21105001,21110000,77,0.0333879,0.00329402,0.00305897,0.0389593,0.0467132,0.00595583
2L,21110001,21115000,70,0.0247836,0.00192017,0.00814105,0.0132962,0.0479593,0.013608
2L,21115001,21120000,60,0.0183269,0.000876625,0.000781503,0.0245867,0.0298924,0.00298248
2L,21120001,21125000,50,0.0390291,0.00337057,0.00116778,0.0261717,0.0503517,0.00546183
2L,21125001,21130000,57,0.0259993,0.00726165,-0.000311065,0.0232242,0.0252478,0.00388473
2L,21130001,21135000,55,0.0227096,0.00932634,0.00330471,0.0239149,0.0247752,0.0100905
2L,21135001,21140000,29,0.0151569,0.00507366,0.00280327,0.0205597,0.0174308,0.00580745
2L,21140001,21145000,30,0.0153332,0.000502194,0.00301278,0.0135068,0.0390311,0.00842682
2L,21145001,21150000,49,0.00881423,0.00428393,0.00227209,0.0120016,0.0219581,0.00912772
2L,21150001,21155000,41,0.0101589,0.00333687,0.0118751,0.0208909,0.0269194,0.0134765
2L,21155001,21160000,20,0.0408827,-0.00156662,0.00475717,0.0458647,0.056016,0.00549139
2L,21160001,21165000,25,0.038005,0.00984562,0.0184435,0.0429384,0.0289134,0.00454914
2L,21165001,21170000,38,0.0407536,-4.89804e-05,0.00757121,0.0258554,0.026939,-6.98652e-06
2L,21170001,21175000,37,0.000239099,0.00761269,0.00439105,0.0173901,0.0164745,0.00614628
2L,21175001,21180000,43,0.0080486,0.00115132,-0.00102327,0.0261119,0.0224607,0.00205179
2L,21180001,21185000,31,-0.000685344,0.00229192,-0.00105161,0.0132953,0.00801842,0.00386135
2L,21185001,21190000,71,0.0106975,0.00582804,0.00137205,0.0185448,0.0170946,0.00435685
2L,21190001,21195000,93,0.00525469,0.00860642,0.00529055,0.0310749,0.0156743,0.0055026
2L,21195001,21200000,72,0.0124226,0.00153779,0.00409633,0.0300197,0.02455,0.00820017
2L,21200001,21205000,43,0.00951793,0.00201388,0.00626285,0.0173844,0.0210471,0.0128108
2L,21205001,21210000,38,0.0137651,0.000237686,0.00585304,0.0199847,0.0247019,0.00463385
2L,21210001,21215000,48,0.0210157,0.00082813,0.0128502,0.0250341,0.0265218,0.0127702
2L,21215001,21220000,33,0.0114013,0.00249562,0.00404789,0.00657531,0.0215596,0.0083692
2L,21220001,21225000,53,0.0104543,0.00294823,0.00912756,0.00858114,0.0172497,0.00150635
2L,21225001,21230000,30,0.0142146,-0.000487856,0.0133113,0.00813215,0.00591828,0.00663032
2L,21230001,21235000,55,0.0179225,0.00496317,0.00144339,0.0182819,0.0136475,0.00170472
2L,21235001,21240000,29,0.00843688,0.00483759,0.00797476,0.0196703,0.0165735,0.00736784
2L,21240001,21245000,40,0.0112191,0.00149124,0.00746637,0.0156303,0.0154294,0.012547
2L,21245001,21250000,50,0.0171813,0.00385689,0.0133405,0.0251175,0.0146786,0.0112193
2L,21250001,21255000,36,0.015285,0.00173371,0.00900078,0.0291116,0.0128659,0.0162117
2L,21255001,21260000,20,0.00489212,-0.00297316,0.00590182,0.00652261,0.0266688,0.012012
2L,21260001,21265000,50,0.0165991,0.000539594,0.0056481,0.0167189,0.0260368,0.0152065
2L,21265001,21270000,25,-0.00248901,0.00125215,0.00195671,0.00185308,0.00815972,0.00827535
2L,21270001,21275000,23,0.00742873,0.00295943,0.00421683,0.0229786,0.0337718,0.00804223
2L,21275001,21280000,73,0.00898907,0.005264,0.00984361,0.0202473,0.026009,0.0139469
2L,21280001,21285000,67,0.00196492,0.00310792,0.00577063,0.0212041,0.0178343,0.0023699
2L,21285001,21290000,27,0.00465841,0.00497025,0.0292494,0.00830243,0.026426,0.0111244
2L,21290001,21295000,82,0.0334502,0.0160008,0.0230532,0.0508316,0.0863065,0.0123915
2L,21295001,21300000,38,0.015975,0.0058265,0.0173947,0.0397298,0.0672081,0.0142289
2L,21300001,21305000,50,0.0172538,0.0044569,0.0015908,0.0362533,0.0208349,0.00383548
2L,21305001,21310000,70,0.0130595,0.00406001,-9.6346e-05,0.0209046,0.0185714,0.0118818
2L,21310001,21315000,63,0.0105145,-0.00079516,7.38593e-05,0.0160873,0.0111978,0.00553624
2L,21315001,21320000,47,0.0158976,0.00387314,0.00362618,0.0128264,0.0262432,0.00203728
2L,21320001,21325000,65,0.00986181,0.00208607,0.00255417,0.0210953,0.0218877,0.0107028
2L,21325001,21330000,95,0.0111396,0.00712862,0.00847022,0.0134039,0.0174704,0.0149904
2L,21330001,21335000,72,0.0191996,0.0185894,0.00422267,0.0257906,0.0300252,0.0294529
2L,21335001,21340000,38,0.0149376,0.00142059,0.00399453,0.0185688,0.0307396,0.0137004
2L,21340001,21345000,62,0.0210973,0.0114937,0.000976188,0.0257505,0.0372313,0.0238475
2L,21345001,21350000,22,0.0110927,0.0341557,0.00668025,0.0468378,0.0292909,0.0571197
2L,21350001,21355000,0,nan,nan,nan,nan,nan,nan
2L,21355001,21360000,34,0.0137758,0.015195,0.00413203,0.0202641,0.0138042,0.02541
2L,21360001,21365000,47,0.0172412,0.00913358,6.53467e-05,0.0292298,0.0223796,0.0187568
2L,21365001,21370000,68,0.0131262,0.00921357,0.00425284,0.0115663,0.0119342,0.0189168
2L,21370001,21375000,41,0.0166744,0.00838516,0.0201449,0.0124358,0.0125579,0.0198644
2L,21375001,21380000,34,0.00848694,0.00196921,0.00742807,0.0134043,0.0191575,0.0112409
2L,21380001,21385000,53,0.00569733,0.000413158,0.0102839,0.0124549,0.0256625,0.0118049
2L,21385001,21390000,34,0.0143752,0.00303857,0.00682452,0.0204865,0.0118924,0.0133596
2L,21390001,21395000,35,0.01752,0.0151424,0.0130668,0.00630407,0.0178351,0.0168138
2L,21395001,21400000,4,0.0153714,0.0229102,0.00498979,4.45373e-06,0.00983953,0.0108519
2L,21400001,21405000,46,-0.000599192,-0.00504025,-0.00442556,-0.00285576,-0.00227435,-0.00441048
2L,21405001,21410000,5,0.0102942,0.0132941,0.0129789,0.00117448,0.00495387,0.0291625
2L,21410001,21415000,0,nan,nan,nan,nan,nan,nan
2L,21415001,21420000,0,nan,nan,nan,nan,nan,nan
2L,21420001,21425000,0,nan,nan,nan,nan,nan,nan
2L,21425001,21430000,0,nan,nan,nan,nan,nan,nan
2L,21430001,21435000,0,nan,nan,nan,nan,nan,nan
2L,21435001,21440000,0,nan,nan,nan,nan,nan,nan
2L,21440001,21445000,0,nan,nan,nan,nan,nan,nan
2L,21445001,21450000,0,nan,nan,nan,nan,nan,nan
2L,21450001,21455000,0,nan,nan,nan,nan,nan,nan
2L,21455001,21460000,0,nan,nan,nan,nan,nan,nan
2L,21460001,21465000,0,nan,nan,nan,nan,nan,nan
2L,21465001,21470000,0,nan,nan,nan,nan,nan,nan
2L,21470001,21475000,0,nan,nan,nan,nan,nan,nan
2L,21475001,21480000,0,nan,nan,nan,nan,nan,nan
2L,21480001,21485000,0,nan,nan,nan,nan,nan,nan
2L,21485001,21490000,0,nan,nan,nan,nan,nan,nan
2L,21490001,21495000,0,nan,nan,nan,nan,nan,nan
2L,21495001,21500000,0,nan,nan,nan,nan,nan,nan
2L,21500001,21505000,0,nan,nan,nan,nan,nan,nan
2L,21505001,21510000,0,nan,nan,nan,nan,nan,nan
2L,21510001,21515000,0,nan,nan,nan,nan,nan,nan
2L,21515001,21520000,0,nan,nan,nan,nan,nan,nan
2L,21520001,21525000,0,nan,nan,nan,nan,nan,nan
2L,21525001,21530000,0,nan,nan,nan,nan,nan,nan
2L,21530001,21535000,0,nan,nan,nan,nan,nan,nan
2L,21535001,21540000,0,nan,nan,nan,nan,nan,nan
2L,21540001,21545000,0,nan,nan,nan,nan,nan,nan
2L,21545001,21550000,0,nan,nan,nan,nan,nan,nan
2L,21550001,21555000,0,nan,nan,nan,nan,nan,nan
2L,21555001,21560000,17,0.00159409,0.00199435,-0.000469015,0.0127616,0.0113465,0.0014562
2L,21560001,21565000,0,nan,nan,nan,nan,nan,nan
2L,21565001,21570000,0,nan,nan,nan,nan,nan,nan
2L,21570001,21575000,16,0.00545067,0.00136974,0.00620338,0.00706329,0.0285827,0.0173615
2L,21575001,21580000,18,0.00269838,0.00309217,0.00177914,0.0129637,0.0140942,0.00273702
2L,21580001,21585000,3,-0.00477838,0.00264112,0.0114006,0.0104831,0.0213084,0.00951578
2L,21585001,21590000,19,0.00625378,0.0055149,0.0204093,0.00560488,0.030584,0.0172537
2L,21590001,21595000,14,0.00225921,0.0112278,0.00342962,0.029035,0.0185526,-0.00310066
2L,21595001,21600000,12,0.00392838,0.0113083,0.0166743,0.0145212,0.0277492,0.0040755
2L,21600001,21605000,1,-0.00478141,0.0082609,0.0117183,0.0280754,0.033126,-0.00768851
2L,21605001,21610000,3,0.00830079,0.00446104,-0.00419773,0.0100985,0.0223274,0.00977972
2L,21610001,21615000,25,0.0117771,0.00474939,0.019711,0.023352,0.0264999,0.0207653
2L,21615001,21620000,28,0.00100062,0.0137381,0.0141495,0.0172618,0.0119204,0.0108852
2L,21620001,21625000,29,0.0201797,0.0112755,0.00735622,0.0577449,0.0507176,0.00647031
2L,21625001,21630000,33,0.0027759,0.0135072,0.0166922,0.028739,0.0242501,0.021392
2L,21630001,21635000,43,0.00825014,0.00903531,0.0127536,0.0116312,0.0298553,0.0195802
2L,21635001,21640000,37,0.00571093,0.0147448,0.00277514,0.016057,0.0243094,0.0197023
2L,21640001,21645000,21,-0.0004673,0.00550514,0.00765381,0.00333882,0.0145301,0.00545622
2L,21645001,21650000,23,0.00206326,0.0106769,-0.00049677,0.021139,0.0101495,0.00581215
2L,21650001,21655000,2,-0.0055808,0.007067,-0.00382465,0.00369285,-0.00538214,-0.00168603
2L,21655001,21660000,29,0.00165529,0.0144285,0.00220161,0.0228714,0.0142432,0.00617731
2L,21660001,21665000,27,0.00512817,0.0114496,0.00599648,0.0184272,0.0220547,0.00557724
2L,21665001,21670000,41,-0.000789174,0.0182278,0.00797608,0.0230814,0.0142034,0.00643102
2L,21670001,21675000,30,0.00571132,0.0206995,0.0274731,0.0296976,0.0410161,0.00184828
2L,21675001,21680000,24,0.00618572,0.00939187,0.00272305,0.0152694,0.00623642,0.00232641
2L,21680001,21685000,49,0.00631472,0.00935794,0.00123061,0.0144049,0.0102359,0.0102194
2L,21685001,21690000,41,0.00948854,0.00953751,0.00805487,0.0127231,0.0241131,0.00762427
2L,21690001,21695000,26,0.00563662,0.013904,0.0107689,0.0134006,0.0111799,0.00788813
2L,21695001,21700000,9,-0.00115195,0.0272665,0.0219107,0.0261834,0.0203398,0.0126637
2L,21700001,21705000,45,0.0099616,0.00738459,0.00106613,0.0198617,0.0195505,0.00357618
2L,21705001,21710000,11,0.0107738,0.0103006,-0.000143951,0.0275226,0.0114291,0.0129302
2L,21710001,21715000,68,-0.000192382,0.00758871,0.00525339,0.00934833,0.0118231,0.00759884
2L,21715001,21720000,23,0.00073358,0.00326979,0.00651573,0.00392943,0.00226902,0.00343519
2L,21720001,21725000,72,-0.00147843,0.00547483,0.00946365,0.00948787,0.0119362,0.00360318
2L,21725001,21730000,27,0.00720841,0.00606585,0.011623,0.0071247,0.0134699,0.00174595
2L,21730001,21735000,0,nan,nan,nan,nan,nan,nan
2L,21735001,21740000,18,0.0367571,0.0179229,0.0108916,0.0100431,0.0784495,0.0338239
2L,21740001,21745000,53,0.0151532,0.00471408,0.0126419,0.0073104,0.036788,0.00831019
2L,21745001,21750000,66,0.0127896,0.00188025,0.0135688,0.0149119,0.0443637,0.00913755
2L,21750001,21755000,55,0.00670996,0.00234692,0.00840091,0.00912721,0.0184718,0.00509781
2L,21755001,21760000,70,0.0225499,0.00411563,0.00023739,0.00951,0.0383644,0.0119204
2L,21760001,21765000,66,0.0245519,0.00534375,0.00717399,0.0186122,0.045451,0.00956233
2L,21765001,21770000,46,0.00478639,0.0165886,0.00372616,0.0123529,0.00877724,0.00858075
2L,21770001,21775000,54,0.0169635,0.00543568,0.00665993,0.0231871,0.0504398,0.0108167
2L,21775001,21780000,51,0.0147454,0.00699929,0.00385251,0.0194169,0.0345127,0.0135572
2L,21780001,21785000,45,0.00698074,0.00474843,0.00184808,0.00697861,0.0172196,0.0101733
2L,21785001,21790000,58,0.00369502,0.0123453,0.00655898,0.00660838,0.0203215,0.0194781
2L,21790001,21795000,51,0.00587652,0.0251598,0.0100013,0.0123364,0.0193129,0.0385813
2L,21795001,21800000,53,0.00608383,0.00794606,0.0178785,0.0135584,0.0420781,0.0214147
2L,21800001,21805000,57,0.013341,0.010196,0.00556169,0.00497562,0.0141941,0.0103368
2L,21805001,21810000,72,0.0104399,0.00687049,0.0079459,0.00968299,0.0336065,0.0215917
2L,21810001,21815000,54,0.00524537,0.00671546,0.00489997,0.00943534,0.0207448,0.00804588
2L,21815001,21820000,67,0.0113663,0.00410197,0.00426331,0.0145378,0.0347742,0.00844682
2L,21820001,21825000,64,0.00169717,0.0019346,0.011552,0.00972447,0.0228034,0.00567478
2L,21825001,21830000,48,0.00350031,0.000299863,0.00426177,0.0109183,0.0207618,0.00711035
2L,21830001,21835000,61,0.0145973,0.00128378,0.00399306,0.0179143,0.0238956,0.00576339
2L,21835001,21840000,74,0.0070237,0.00171619,0.0106088,0.0112703,0.033191,0.0126389
2L,21840001,21845000,61,0.0055223,0.000345707,0.0180702,0.0101087,0.0333533,0.0337742
2L,21845001,21850000,66,0.0121889,0.00536648,0.0102472,0.0125358,0.0470185,0.0249349
2L,21850001,21855000,69,0.012233,0.00868013,0.00484184,0.0106134,0.0317391,0.0185451
2L,21855001,21860000,61,0.00245618,0.00226431,0.00122063,0.01317,0.0133828,0.000997054
2L,21860001,21865000,76,0.0088387,0.0099052,0.00624848,0.0155411,0.0313026,0.0129343
2L,21865001,21870000,91,0.0150784,0.0051032,0.00773952,0.00587186,0.03507,0.0179842
2L,21870001,21875000,52,0.00814373,0.00425304,0.00999519,0.0108209,0.042762,0.0228049
2L,21875001,21880000,64,0.00111615,0.00635776,0.0045767,0.0126361,0.0154442,0.0179916
2L,21880001,21885000,79,0.00257917,0.00886801,0.0042151,0.0111425,0.0153048,0.0101424
2L,21885001,21890000,76,0.00640129,0.00301434,0.00767841,0.0163547,0.0361141,0.0116301
2L,21890001,21895000,72,0.00486234,0.00163875,0.00585934,0.0161275,0.0324424,0.00530107
2L,21895001,21900000,85,0.0154637,0.00934192,0.00500947,0.0176255,0.0374775,0.0143199
2L,21900001,21905000,80,0.00361024,0.00798632,0.012455,0.0115591,0.0341251,0.0309302
2L,21905001,21910000,69,0.00450488,0.00594219,0.00523084,0.0181372,0.0267271,0.0105059
2L,21910001,21915000,53,0.00394044,0.00039629,0.0100596,0.00726648,0.0370345,0.0224041
2L,21915001,21920000,84,0.00158055,0.00407391,0.00468176,0.0102964,0.0210737,0.0197104
2L,21920001,21925000,35,0.00839948,0.00553006,0.0039581,0.0226824,0.0231183,0.0214665
2L,21925001,21930000,48,0.0054812,0.00710678,0.00264721,0.0175321,0.0119533,0.0191417
2L,21930001,21935000,59,0.0116948,0.00786286,0.00123612,0.0178419,0.0184398,0.00841534
2L,21935001,21940000,73,0.00257951,0.00511711,0.000454425,0.00434034,0.00893674,0.00722864
2L,21940001,21945000,67,0.00880578,0.00403412,0.00290275,0.0174213,0.0170871,0.00796884
2L,21945001,21950000,84,0.00343513,0.00498436,0.00405925,0.00898586,0.0148639,0.00258938
2L,21950001,21955000,58,0.00501089,0.00928624,0.00252527,0.0147995,0.0199814,0.0158176
2L,21955001,21960000,58,0.00587267,0.0020272,0.00631583,0.00786527,0.0222203,0.00733337
2L,21960001,21965000,66,0.00277088,0.00966108,0.00132585,0.00564878,0.0130565,0.0102709
2L,21965001,21970000,68,0.00921174,0.00888092,0.00443143,0.015967,0.0250347,0.0124758
2L,21970001,21975000,62,0.00402721,0.00167923,0.00407806,0.00907869,0.0222088,0.00857943
2L,21975001,21980000,76,0.00144599,0.010968,0.00287125,0.0124488,0.0153844,0.0261298
2L,21980001,21985000,25,0.000457345,0.0113596,0.00179701,0.0227991,0.00850027,0.0254801
2L,21985001,21990000,0,nan,nan,nan,nan,nan,nan
2L,21990001,21995000,39,0.00166349,0.0139384,-0.001682,0.0160267,0.00302874,0.0180056
2L,21995001,22000000,61,0.00434191,0.00729898,-0.000299461,0.0155155,0.0110699,0.0111764
2L,22000001,22005000,58,0.00251566,0.00740712,0.00337844,0.0112244,0.0192022,0.0249816
2L,22005001,22010000,67,0.00565925,0.00370493,0.00692105,0.0180343,0.0140469,0.0161533
2L,22010001,22015000,70,0.00370695,0.00658763,0.00569413,0.017439,0.0175591,0.0228879
2L,22015001,22020000,66,0.00159322,0.0125461,0.00528986,0.013784,0.0129442,0.0233017
2L,22020001,22025000,66,0.00311963,0.00576287,-0.000688991,0.00438866,0.00720281,0.00460571
2L,22025001,22030000,81,0.00549252,0.00156184,0.00363484,0.00518689,0.0140906,0.00431394
2L,22030001,22035000,51,0.0196653,0.00964777,0.00771146,0.0223115,0.0263076,0.0153503
2L,22035001,22040000,80,0.0140914,0.011757,0.00416019,0.0076185,0.0136954,0.00932838
2L,22040001,22045000,79,0.0173809,0.00372351,0.00209035,0.0106912,0.0185542,0.00501043
2L,22045001,22050000,38,0.0122753,0.00359516,0.00453815,0.00461178,0.0210129,0.00494065
2L,22050001,22055000,65,0.0286254,0.00713031,0.00588955,0.0102051,0.043226,0.0129904
2L,22055001,22060000,66,0.00736891,0.00963017,0.00627399,0.0112156,0.010367,0.0115996
2L,22060001,22065000,80,0.00183077,0.00775353,0.00905951,0.0091193,0.0106955,0.0185152
2L,22065001,22070000,68,0.00176439,0.00350947,0.00569809,0.00966301,0.0164713,0.00755826
2L,22070001,22075000,67,0.00327325,0.00254429,0.0133477,0.00556932,0.0233205,0.00667842
2L,22075001,22080000,67,0.0111369,0.00951981,0.00271355,0.00326121,0.0206201,0.0189955
2L,22080001,22085000,44,0.00600702,0.0144892,0.0067613,0.0114938,0.00991718,0.00619904
2L,22085001,22090000,30,0.00139127,0.0077033,0.00538854,0.00446357,0.00585395,-0.000258601
2L,22090001,22095000,35,0.0125653,-0.000648023,0.00255997,0.00824308,0.0146987,0.00331658
2L,22095001,22100000,59,0.010902,0.00852616,0.0191187,0.0168276,0.0289072,0.026718
2L,22100001,22105000,113,0.0133491,0.00492523,0.0104005,0.0164583,0.0225854,0.00583452
2L,22105001,22110000,53,0.0152688,0.017375,0.0134173,0.0290243,0.0407573,0.0070437
2L,22110001,22115000,14,0.00761983,0.0150448,0.0177709,-0.000279794,0.001961,0.00409263
2L,22115001,22120000,1,-0.0060476,-0.00320125,-0.00598158,-0.00502391,-0.00637264,-0.00511557
2L,22120001,22125000,56,0.00227957,0.00901678,0.00897832,0.00607506,0.00759419,0.000918096
2L,22125001,22130000,57,0.00848355,0.00543099,0.00943725,0.00326604,0.0076163,0.00037735
2L,22130001,22135000,75,0.00326441,0.00699161,0.00603396,0.00949204,0.00731144,-0.000433511
2L,22135001,22140000,69,0.0104523,0.00316037,0.00995651,0.0126483,0.0281155,0.0113589
2L,22140001,22145000,42,0.0132239,0.00192728,0.0288463,0.0113785,0.0127716,0.0222456
2L,22145001,22150000,46,0.00490153,0.0262517,0.0320957,0.0125511,0.0195601,0.00522657
2L,22150001,22155000,51,0.0170787,0.0290138,0.0294694,0.0121433,0.0186288,0.00584523
2L,22155001,22160000,38,0.00424733,0.0136353,0.018379,0.00630554,0.0168192,0.00517801
2L,22160001,22165000,36,0.0123645,0.0203529,0.011359,0.014362,0.011904,0.00461499
2L,22165001,22170000,40,0.0117281,0.0386961,0.0303725,0.0102378,0.0132743,0.00473032
2L,22170001,22175000,4,0.0259134,0.00737213,0.00782137,0.0335678,0.0539537,0.00793346
2L,22175001,22180000,35,0.0222194,0.0249821,-0.00162707,0.00220142,0.0401128,0.0404595
2L,22180001,22185000,34,0.0579173,0.0245614,0.0026608,0.0183454,0.0895693,0.0386989
2L,22185001,22190000,47,0.0392662,0.0185805,0.00837218,0.0118832,0.0812686,0.0422532
2L,22190001,22195000,34,0.0168394,0.0100125,0.00423385,0.00824576,0.04237,0.0243324
2L,22195001,22200000,74,0.0078126,0.00156789,0.0150131,0.00935137,0.0444395,0.0272494
2L,22200001,22205000,0,nan,nan,nan,nan,nan,nan
2L,22205001,22210000,0,nan,nan,nan,nan,nan,nan
2L,22210001,22215000,33,0.00809537,0.00574684,0.000270008,0.000957011,0.00601474,0.00372038
2L,22215001,22220000,19,0.0368228,0.0027743,0.00332544,0.02075,0.0369145,0.00377779
2L,22220001,22225000,0,nan,nan,nan,nan,nan,nan
2L,22225001,22230000,15,0.00417424,0.0207446,0.0143045,0.0228865,0.0207792,0.00083263
2L,22230001,22235000,0,nan,nan,nan,nan,nan,nan
2L,22235001,22240000,8,0.003196,0.0237888,0.0444472,0.0271893,0.0495626,0.00446654
2L,22240001,22245000,59,0.00447289,0.00378645,0.0127209,0.00641319,0.0265412,0.0068209
2L,22245001,22250000,49,0.0148005,0.00879509,0.0187907,0.0114718,0.025883,0.00493502
2L,22250001,22255000,30,0.0154152,0.00985573,0.0252371,0.00396599,0.022302,0.0102611
2L,22255001,22260000,18,0.0113367,0.00664904,0.0119856,0.00819785,0.015514,0.00310539
2L,22260001,22265000,0,nan,nan,nan,nan,nan,nan
2L,22265001,22270000,34,0.0186557,0.015264,0.0123481,0.00763016,0.0215189,0.0121028
2L,22270001,22275000,29,-0.00378417,-0.00471948,0.00561023,-0.00263666,0.00999711,0.00522202
2L,22275001,22280000,43,0.00648634,-0.00025896,0.0063746,0.0105898,0.0197543,0.00321524
2L,22280001,22285000,26,0.00810015,0.00033683,0.0107138,0.0286957,0.0483719,-0.00159689
2L,22285001,22290000,0,nan,nan,nan,nan,nan,nan
2L,22290001,22295000,23,0.0365709,0.010381,0.00574892,0.0125138,0.022312,0.00336195
2L,22295001,22300000,15,0.00846985,0.00359185,0.0460314,0.0129243,0.0592623,0.0359852
2L,22300001,22305000,2,0.00477576,0.00222587,-0.000399389,0.00876798,-0.00210971,-0.00308449
2L,22305001,22310000,23,0.0230083,-0.000861954,0.00450472,0.019606,0.0211664,0.00365253
2L,22310001,22315000,38,0.00471442,0.00126994,0.0250391,0.0129845,0.049164,0.0128226
2L,22315001,22320000,10,0.0225521,0.0137611,0.0143675,0.0123883,0.0263688,0.00206931
2L,22320001,22325000,23,0.0244783,-0.000696859,0.00734612,0.0121838,0.0177296,0.00205272
2L,22325001,22330000,22,0.00652435,-0.0024388,-0.00175366,0.00570672,0.00684379,-0.00247013
2L,22330001,22335000,0,nan,nan,nan,nan,nan,nan
2L,22335001,22340000,3,0.00310117,-0.00115087,0.014746,0.00866527,0.00411357,0.00561389
2L,22340001,22345000,53,0.0150925,0.000410168,0.00366366,0.0260687,0.0228664,0.0108875
2L,22345001,22350000,27,0.0189023,0.00158237,0.00241879,0.0127499,0.0247554,0.00534295
2L,22350001,22355000,27,0.0250577,0.0114684,0.00105889,0.0133264,0.0255953,0.00998343
